"model","scenario","region","variable","unit","year","value"
"WITCH 6.0","SSP2_ce_narrow","oceania","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2030,1.59720982720624e-07
"WITCH 6.0","SSP2_ce_narrow","othereurope","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2030,1.59720982720624e-07
"WITCH 6.0","SSP2_ce_narrow","sasia","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2030,1.59720982720624e-07
"WITCH 6.0","SSP2_ce_narrow","seasia","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2030,1.59720982720624e-07
"WITCH 6.0","SSP2_ce_narrow","southafrica","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2030,1.59720982720624e-07
"WITCH 6.0","SSP2_ce_narrow","ssa","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2030,1.59720982720624e-07
"WITCH 6.0","SSP2_ce_narrow","te","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2030,1.59720982720624e-07
"WITCH 6.0","SSP2_ce_narrow","usa","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2030,1.59720982720624e-07
"WITCH 6.0","SSP2_ce_narrow","world","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2030,3.19441965441249e-06
"WITCH 6.0","SSP2_ce_narrow","brazil","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2035,1.27085108334201e-07
"WITCH 6.0","SSP2_ce_narrow","canada","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2035,1.27085108334201e-07
"WITCH 6.0","SSP2_ce_narrow","ccasia","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2035,1.27085108334201e-07
"WITCH 6.0","SSP2_ce_narrow","china","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2035,1.27085108334201e-07
"WITCH 6.0","SSP2_ce_narrow","eu27","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2035,1.27085108334201e-07
"WITCH 6.0","SSP2_ce_narrow","india","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2035,1.27085108334201e-07
"WITCH 6.0","SSP2_ce_narrow","indonesia","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2035,1.27085108334201e-07
"WITCH 6.0","SSP2_ce_narrow","japan","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2035,1.27085108334201e-07
"WITCH 6.0","SSP2_ce_narrow","korea","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2035,1.27085108334201e-07
"WITCH 6.0","SSP2_ce_narrow","laca","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2035,1.27085108334201e-07
"WITCH 6.0","SSP2_ce_narrow","mena","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2035,1.27085108334201e-07
"WITCH 6.0","SSP2_ce_narrow","mexico","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2035,1.27085108334201e-07
"WITCH 6.0","SSP2_ce_narrow","oceania","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2035,1.27085108334201e-07
"WITCH 6.0","SSP2_ce_narrow","othereurope","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2035,1.27085108334201e-07
"WITCH 6.0","SSP2_ce_narrow","sasia","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2035,1.27085108334201e-07
"WITCH 6.0","SSP2_ce_narrow","seasia","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2035,1.27085108334201e-07
"WITCH 6.0","SSP2_ce_narrow","southafrica","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2035,1.27085108334201e-07
"WITCH 6.0","SSP2_ce_narrow","ssa","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2035,1.27085108334201e-07
"WITCH 6.0","SSP2_ce_narrow","te","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2035,1.27085108334201e-07
"WITCH 6.0","SSP2_ce_narrow","usa","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2035,1.27085108334201e-07
"WITCH 6.0","SSP2_ce_narrow","world","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2035,2.54170216668403e-06
"WITCH 6.0","SSP2_ce_narrow","brazil","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2040,1.0111773973095e-07
"WITCH 6.0","SSP2_ce_narrow","canada","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2040,1.0111773973095e-07
"WITCH 6.0","SSP2_ce_narrow","ccasia","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2040,1.0111773973095e-07
"WITCH 6.0","SSP2_ce_narrow","china","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2040,1.0111773973095e-07
"WITCH 6.0","SSP2_ce_narrow","eu27","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2040,1.0111773973095e-07
"WITCH 6.0","SSP2_ce_narrow","india","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2040,1.0111773973095e-07
"WITCH 6.0","SSP2_ce_narrow","indonesia","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2040,1.0111773973095e-07
"WITCH 6.0","SSP2_ce_narrow","japan","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2040,1.0111773973095e-07
"WITCH 6.0","SSP2_ce_narrow","korea","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2040,1.0111773973095e-07
"WITCH 6.0","SSP2_ce_narrow","laca","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2040,1.0111773973095e-07
"WITCH 6.0","SSP2_ce_narrow","mena","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2040,1.0111773973095e-07
"WITCH 6.0","SSP2_ce_narrow","mexico","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2040,1.0111773973095e-07
"WITCH 6.0","SSP2_ce_narrow","oceania","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2040,1.0111773973095e-07
"WITCH 6.0","SSP2_ce_narrow","othereurope","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2040,1.0111773973095e-07
"WITCH 6.0","SSP2_ce_narrow","sasia","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2040,1.0111773973095e-07
"WITCH 6.0","SSP2_ce_narrow","seasia","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2040,1.0111773973095e-07
"WITCH 6.0","SSP2_ce_narrow","southafrica","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2040,1.0111773973095e-07
"WITCH 6.0","SSP2_ce_narrow","ssa","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2040,1.0111773973095e-07
"WITCH 6.0","SSP2_ce_narrow","te","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2040,1.0111773973095e-07
"WITCH 6.0","SSP2_ce_narrow","usa","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2040,1.0111773973095e-07
"WITCH 6.0","SSP2_ce_narrow","world","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2040,2.022354794619e-06
"WITCH 6.0","SSP2_ce_narrow","brazil","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2045,8.04562975341499e-08
"WITCH 6.0","SSP2_ce_narrow","canada","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2045,8.04562975341499e-08
"WITCH 6.0","SSP2_ce_narrow","ccasia","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2045,8.04562975341499e-08
"WITCH 6.0","SSP2_ce_narrow","china","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2045,8.04562975341499e-08
"WITCH 6.0","SSP2_ce_narrow","eu27","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2045,8.04562975341499e-08
"WITCH 6.0","SSP2_ce_narrow","india","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2045,8.04562975341499e-08
"WITCH 6.0","SSP2_ce_narrow","indonesia","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2045,8.04562975341499e-08
"WITCH 6.0","SSP2_ce_narrow","japan","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2045,8.04562975341499e-08
"WITCH 6.0","SSP2_ce_narrow","korea","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2045,8.04562975341499e-08
"WITCH 6.0","SSP2_ce_narrow","laca","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2045,8.04562975341499e-08
"WITCH 6.0","SSP2_ce_narrow","mena","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2045,8.04562975341499e-08
"WITCH 6.0","SSP2_ce_narrow","mexico","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2045,8.04562975341499e-08
"WITCH 6.0","SSP2_ce_narrow","oceania","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2045,8.04562975341499e-08
"WITCH 6.0","SSP2_ce_narrow","othereurope","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2045,8.04562975341499e-08
"WITCH 6.0","SSP2_ce_narrow","sasia","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2045,8.04562975341499e-08
"WITCH 6.0","SSP2_ce_narrow","seasia","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2045,8.04562975341499e-08
"WITCH 6.0","SSP2_ce_narrow","southafrica","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2045,8.04562975341499e-08
"WITCH 6.0","SSP2_ce_narrow","ssa","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2045,8.04562975341499e-08
"WITCH 6.0","SSP2_ce_narrow","te","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2045,8.04562975341499e-08
"WITCH 6.0","SSP2_ce_narrow","usa","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2045,8.04562975341499e-08
"WITCH 6.0","SSP2_ce_narrow","world","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2045,1.609125950683e-06
"WITCH 6.0","SSP2_ce_narrow","brazil","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2050,6.40166189446809e-08
"WITCH 6.0","SSP2_ce_narrow","canada","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2050,6.40166189446809e-08
"WITCH 6.0","SSP2_ce_narrow","ccasia","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2050,6.40166189446809e-08
"WITCH 6.0","SSP2_ce_narrow","china","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2050,6.40166189446809e-08
"WITCH 6.0","SSP2_ce_narrow","eu27","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2050,6.40166189446809e-08
"WITCH 6.0","SSP2_ce_narrow","india","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2050,6.40166189446809e-08
"WITCH 6.0","SSP2_ce_narrow","indonesia","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2050,6.40166189446809e-08
"WITCH 6.0","SSP2_ce_narrow","japan","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2050,6.40166189446809e-08
"WITCH 6.0","SSP2_ce_narrow","korea","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2050,6.40166189446809e-08
"WITCH 6.0","SSP2_ce_narrow","laca","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2050,6.40166189446809e-08
"WITCH 6.0","SSP2_ce_narrow","mena","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2050,6.40166189446809e-08
"WITCH 6.0","SSP2_ce_narrow","mexico","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2050,6.40166189446809e-08
"WITCH 6.0","SSP2_ce_narrow","oceania","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2050,6.40166189446809e-08
"WITCH 6.0","SSP2_ce_narrow","othereurope","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2050,6.40166189446809e-08
"WITCH 6.0","SSP2_ce_narrow","sasia","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2050,6.40166189446809e-08
"WITCH 6.0","SSP2_ce_narrow","seasia","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2050,6.40166189446809e-08
"WITCH 6.0","SSP2_ce_narrow","southafrica","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2050,6.40166189446809e-08
"WITCH 6.0","SSP2_ce_narrow","ssa","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2050,6.40166189446809e-08
"WITCH 6.0","SSP2_ce_narrow","te","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2050,6.40166189446809e-08
"WITCH 6.0","SSP2_ce_narrow","usa","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2050,6.40166189446809e-08
"WITCH 6.0","SSP2_ce_narrow","world","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2050,1.28033237889362e-06
"WITCH 6.0","SSP2_ce_narrow","brazil","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2055,5.09360687318357e-08
"WITCH 6.0","SSP2_ce_narrow","canada","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2055,5.09360687318357e-08
"WITCH 6.0","SSP2_ce_narrow","ccasia","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2055,5.09360687318357e-08
"WITCH 6.0","SSP2_ce_narrow","china","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2055,5.09360687318357e-08
"WITCH 6.0","SSP2_ce_narrow","eu27","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2055,5.09360687318357e-08
"WITCH 6.0","SSP2_ce_narrow","india","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2055,5.09360687318357e-08
"WITCH 6.0","SSP2_ce_narrow","indonesia","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2055,5.09360687318357e-08
"WITCH 6.0","SSP2_ce_narrow","japan","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2055,5.09360687318357e-08
"WITCH 6.0","SSP2_ce_narrow","korea","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2055,5.09360687318357e-08
"WITCH 6.0","SSP2_ce_narrow","laca","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2055,5.09360687318357e-08
"WITCH 6.0","SSP2_ce_narrow","mena","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2055,5.09360687318357e-08
"WITCH 6.0","SSP2_ce_narrow","mexico","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2055,5.09360687318357e-08
"WITCH 6.0","SSP2_ce_narrow","oceania","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2055,5.09360687318356e-08
"WITCH 6.0","SSP2_ce_narrow","othereurope","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2055,5.09360687318357e-08
"WITCH 6.0","SSP2_ce_narrow","sasia","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2055,5.09360687318357e-08
"WITCH 6.0","SSP2_ce_narrow","seasia","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2055,5.09360687318357e-08
"WITCH 6.0","SSP2_ce_narrow","southafrica","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2055,5.09360687318357e-08
"WITCH 6.0","SSP2_ce_narrow","ssa","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2055,5.09360687318357e-08
"WITCH 6.0","SSP2_ce_narrow","te","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2055,5.09360687318357e-08
"WITCH 6.0","SSP2_ce_narrow","usa","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2055,5.09360687318357e-08
"WITCH 6.0","SSP2_ce_narrow","world","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2055,1.01872137463671e-06
"WITCH 6.0","SSP2_ce_narrow","brazil","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2060,4.0528274386004e-08
"WITCH 6.0","SSP2_ce_narrow","canada","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2060,4.0528274386004e-08
"WITCH 6.0","SSP2_ce_narrow","ccasia","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2060,4.0528274386004e-08
"WITCH 6.0","SSP2_ce_narrow","china","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2060,4.0528274386004e-08
"WITCH 6.0","SSP2_ce_narrow","eu27","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2060,4.0528274386004e-08
"WITCH 6.0","SSP2_ce_narrow","india","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2060,4.0528274386004e-08
"WITCH 6.0","SSP2_ce_narrow","indonesia","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2060,4.0528274386004e-08
"WITCH 6.0","SSP2_ce_narrow","japan","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2060,4.0528274386004e-08
"WITCH 6.0","SSP2_ce_narrow","korea","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2060,4.0528274386004e-08
"WITCH 6.0","SSP2_ce_narrow","laca","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2060,4.0528274386004e-08
"WITCH 6.0","SSP2_ce_narrow","mena","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2060,4.0528274386004e-08
"WITCH 6.0","SSP2_ce_narrow","mexico","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2060,4.0528274386004e-08
"WITCH 6.0","SSP2_ce_narrow","oceania","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2060,4.05282743860039e-08
"WITCH 6.0","SSP2_ce_narrow","othereurope","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2060,4.0528274386004e-08
"WITCH 6.0","SSP2_ce_narrow","sasia","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2060,4.0528274386004e-08
"WITCH 6.0","SSP2_ce_narrow","seasia","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2060,4.0528274386004e-08
"WITCH 6.0","SSP2_ce_narrow","southafrica","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2060,4.0528274386004e-08
"WITCH 6.0","SSP2_ce_narrow","ssa","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2060,4.0528274386004e-08
"WITCH 6.0","SSP2_ce_narrow","te","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2060,4.0528274386004e-08
"WITCH 6.0","SSP2_ce_narrow","usa","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2060,4.0528274386004e-08
"WITCH 6.0","SSP2_ce_narrow","world","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2060,8.10565487720079e-07
"WITCH 6.0","SSP2_ce_narrow","brazil","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2065,3.22471102619786e-08
"WITCH 6.0","SSP2_ce_narrow","canada","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2065,3.22471102619786e-08
"WITCH 6.0","SSP2_ce_narrow","ccasia","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2065,3.22471102619786e-08
"WITCH 6.0","SSP2_ce_narrow","china","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2065,3.22471102619786e-08
"WITCH 6.0","SSP2_ce_narrow","eu27","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2065,3.22471102619786e-08
"WITCH 6.0","SSP2_ce_narrow","india","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2065,3.22471102619786e-08
"WITCH 6.0","SSP2_ce_narrow","indonesia","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2065,3.22471102619786e-08
"WITCH 6.0","SSP2_ce_narrow","japan","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2065,3.22471102619786e-08
"WITCH 6.0","SSP2_ce_narrow","korea","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2065,3.22471102619786e-08
"WITCH 6.0","SSP2_ce_narrow","laca","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2065,3.22471102619786e-08
"WITCH 6.0","SSP2_ce_narrow","mena","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2065,3.22471102619786e-08
"WITCH 6.0","SSP2_ce_narrow","mexico","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2065,3.22471102619786e-08
"WITCH 6.0","SSP2_ce_narrow","oceania","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2065,3.22471102619786e-08
"WITCH 6.0","SSP2_ce_narrow","othereurope","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2065,3.22471102619786e-08
"WITCH 6.0","SSP2_ce_narrow","sasia","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2065,3.22471102619786e-08
"WITCH 6.0","SSP2_ce_narrow","seasia","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2065,3.22471102619786e-08
"WITCH 6.0","SSP2_ce_narrow","southafrica","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2065,3.22471102619786e-08
"WITCH 6.0","SSP2_ce_narrow","ssa","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2065,3.22471102619786e-08
"WITCH 6.0","SSP2_ce_narrow","te","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2065,3.22471102619786e-08
"WITCH 6.0","SSP2_ce_narrow","usa","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2065,3.22471102619786e-08
"WITCH 6.0","SSP2_ce_narrow","world","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2065,6.44942205239572e-07
"WITCH 6.0","SSP2_ce_narrow","brazil","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2070,2.56580408616488e-08
"WITCH 6.0","SSP2_ce_narrow","canada","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2070,2.56580408616488e-08
"WITCH 6.0","SSP2_ce_narrow","ccasia","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2070,2.56580408616488e-08
"WITCH 6.0","SSP2_ce_narrow","china","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2070,2.56580408616488e-08
"WITCH 6.0","SSP2_ce_narrow","eu27","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2070,2.56580408616488e-08
"WITCH 6.0","SSP2_ce_narrow","india","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2070,2.56580408616488e-08
"WITCH 6.0","SSP2_ce_narrow","indonesia","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2070,2.56580408616488e-08
"WITCH 6.0","SSP2_ce_narrow","japan","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2070,2.56580408616488e-08
"WITCH 6.0","SSP2_ce_narrow","korea","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2070,2.56580408616488e-08
"WITCH 6.0","SSP2_ce_narrow","laca","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2070,2.56580408616488e-08
"WITCH 6.0","SSP2_ce_narrow","mena","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2070,2.56580408616488e-08
"WITCH 6.0","SSP2_ce_narrow","mexico","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2070,2.56580408616488e-08
"WITCH 6.0","SSP2_ce_narrow","oceania","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2070,2.56580408616488e-08
"WITCH 6.0","SSP2_ce_narrow","othereurope","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2070,2.56580408616488e-08
"WITCH 6.0","SSP2_ce_narrow","sasia","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2070,2.56580408616488e-08
"WITCH 6.0","SSP2_ce_narrow","seasia","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2070,2.56580408616488e-08
"WITCH 6.0","SSP2_ce_narrow","southafrica","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2070,2.56580408616488e-08
"WITCH 6.0","SSP2_ce_narrow","ssa","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2070,2.56580408616488e-08
"WITCH 6.0","SSP2_ce_narrow","te","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2070,2.56580408616488e-08
"WITCH 6.0","SSP2_ce_narrow","usa","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2070,2.56580408616488e-08
"WITCH 6.0","SSP2_ce_narrow","world","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",2070,5.13160817232976e-07
"WITCH 6.0","SSP2_ce_narrow","brazil","Secondary Energy|Electricity|Biomass|w/o CCS","EJ/yr",2005,0.050913415008
"WITCH 6.0","SSP2_ce_narrow","brazil","Secondary Energy|Electricity|Biomass|w/o CCS","EJ/yr",2005,0.050913415008
"WITCH 6.0","SSP2_ce_narrow","canada","Secondary Energy|Electricity|Biomass|w/o CCS","EJ/yr",2005,0.029895645888
"WITCH 6.0","SSP2_ce_narrow","canada","Secondary Energy|Electricity|Biomass|w/o CCS","EJ/yr",2005,0.029895645888
"WITCH 6.0","SSP2_ce_narrow","ccasia","Secondary Energy|Electricity|Biomass|w/o CCS","EJ/yr",2005,5.67648e-07
"WITCH 6.0","SSP2_ce_narrow","ccasia","Secondary Energy|Electricity|Biomass|w/o CCS","EJ/yr",2005,5.67648e-07
"WITCH 6.0","SSP2_ce_narrow","china","Secondary Energy|Electricity|Biomass|w/o CCS","EJ/yr",2005,0.020584015488
"WITCH 6.0","SSP2_ce_narrow","china","Secondary Energy|Electricity|Biomass|w/o CCS","EJ/yr",2005,0.020584015488
"WITCH 6.0","SSP2_ce_narrow","eu27","Secondary Energy|Electricity|Biomass|w/o CCS","EJ/yr",2005,0.181916396208
"WITCH 6.0","SSP2_ce_narrow","eu27","Secondary Energy|Electricity|Biomass|w/o CCS","EJ/yr",2005,0.181916396208
"WITCH 6.0","SSP2_ce_narrow","india","Secondary Energy|Electricity|Biomass|w/o CCS","EJ/yr",2005,0.020146258368
"WITCH 6.0","SSP2_ce_narrow","india","Secondary Energy|Electricity|Biomass|w/o CCS","EJ/yr",2005,0.020146258368
"WITCH 6.0","SSP2_ce_narrow","indonesia","Secondary Energy|Electricity|Biomass|w/o CCS","EJ/yr",2005,9.0774288e-05
"WITCH 6.0","SSP2_ce_narrow","indonesia","Secondary Energy|Electricity|Biomass|w/o CCS","EJ/yr",2005,9.0774288e-05
"WITCH 6.0","SSP2_ce_narrow","japan","Secondary Energy|Electricity|Biomass|w/o CCS","EJ/yr",2005,0.043479561888
"WITCH 6.0","SSP2_ce_narrow","japan","Secondary Energy|Electricity|Biomass|w/o CCS","EJ/yr",2005,0.043479561888
"WITCH 6.0","SSP2_ce_narrow","korea","Secondary Energy|Electricity|Biomass|w/o CCS","EJ/yr",2005,0.000743148288
"WITCH 6.0","SSP2_ce_narrow","korea","Secondary Energy|Electricity|Biomass|w/o CCS","EJ/yr",2005,0.000743148288
"WITCH 6.0","SSP2_ce_narrow","laca","Secondary Energy|Electricity|Biomass|w/o CCS","EJ/yr",2005,0.021210406848
