"model","scenario","region","variable","unit","year","value"
"WITCH 6.0","SSP2_BAU","brazil","Population","million people",2005,184.6382716
"WITCH 6.0","SSP2_BAU","canada","Population","million people",2005,32.2568158
"WITCH 6.0","SSP2_BAU","ccasia","Population","million people",2005,101.8686793
"WITCH 6.0","SSP2_BAU","china","Population","million people",2005,1310.7185
"WITCH 6.0","SSP2_BAU","eu27","Population","million people",2005,435.7545394
"WITCH 6.0","SSP2_BAU","india","Population","million people",2005,1154.2051504
"WITCH 6.0","SSP2_BAU","indonesia","Population","million people",2005,230.9720592
"WITCH 6.0","SSP2_BAU","japan","Population","million people",2005,127.8214
"WITCH 6.0","SSP2_BAU","korea","Population","million people",2005,48.256268
"WITCH 6.0","SSP2_BAU","laca","Population","million people",2005,264.6453828
"WITCH 6.0","SSP2_BAU","mena","Population","million people",2005,355.3991246
"WITCH 6.0","SSP2_BAU","mexico","Population","million people",2005,105.8424352
"WITCH 6.0","SSP2_BAU","oceania","Population","million people",2005,34.8043116
"WITCH 6.0","SSP2_BAU","othereurope","Population","million people",2005,90.1141332
"WITCH 6.0","SSP2_BAU","sasia","Population","million people",2005,392.0706822
"WITCH 6.0","SSP2_BAU","seasia","Population","million people",2005,332.5430426
"WITCH 6.0","SSP2_BAU","southafrica","Population","million people",2005,49.5017326
"WITCH 6.0","SSP2_BAU","ssa","Population","million people",2005,731.6338156
"WITCH 6.0","SSP2_BAU","te","Population","million people",2005,273.0137428
"WITCH 6.0","SSP2_BAU","usa","Population","million people",2005,295.6081898
"WITCH 6.0","SSP2_BAU","world","Population","million people",2005,6551.6682767
"WITCH 6.0","SSP2_BAU","brazil","Population","million people",2010,193.6620054
"WITCH 6.0","SSP2_BAU","canada","Population","million people",2010,33.987177
"WITCH 6.0","SSP2_BAU","ccasia","Population","million people",2010,107.5528123
"WITCH 6.0","SSP2_BAU","china","Population","million people",2010,1346.15034
"WITCH 6.0","SSP2_BAU","eu27","Population","million people",2010,441.16072
"WITCH 6.0","SSP2_BAU","india","Population","million people",2010,1243.3673474
"WITCH 6.0","SSP2_BAU","indonesia","Population","million people",2010,246.370362
"WITCH 6.0","SSP2_BAU","japan","Population","million people",2010,127.9284
"WITCH 6.0","SSP2_BAU","korea","Population","million people",2010,49.6106292
"WITCH 6.0","SSP2_BAU","laca","Population","million people",2010,280.4921218
"WITCH 6.0","SSP2_BAU","mena","Population","million people",2010,396.7385318
"WITCH 6.0","SSP2_BAU","mexico","Population","million people",2010,113.6119232
"WITCH 6.0","SSP2_BAU","oceania","Population","million people",2010,38.1692222
"WITCH 6.0","SSP2_BAU","othereurope","Population","million people",2010,92.5247232
"WITCH 6.0","SSP2_BAU","sasia","Population","million people",2010,428.8283542
"WITCH 6.0","SSP2_BAU","seasia","Population","million people",2010,356.3430352
"WITCH 6.0","SSP2_BAU","southafrica","Population","million people",2010,52.3929876
"WITCH 6.0","SSP2_BAU","ssa","Population","million people",2010,843.7708272
"WITCH 6.0","SSP2_BAU","te","Population","million people",2010,274.9130876
"WITCH 6.0","SSP2_BAU","usa","Population","million people",2010,309.1307562
"WITCH 6.0","SSP2_BAU","world","Population","million people",2010,6976.7053635
"WITCH 6.0","SSP2_BAU","brazil","Population","million people",2015,201.6321034
"WITCH 6.0","SSP2_BAU","canada","Population","million people",2015,35.7750868
"WITCH 6.0","SSP2_BAU","ccasia","Population","million people",2015,114.730957
"WITCH 6.0","SSP2_BAU","china","Population","million people",2015,1387.71038
"WITCH 6.0","SSP2_BAU","eu27","Population","million people",2015,444.7068138
"WITCH 6.0","SSP2_BAU","india","Population","million people",2015,1327.9465792
"WITCH 6.0","SSP2_BAU","indonesia","Population","million people",2015,261.7006382
"WITCH 6.0","SSP2_BAU","japan","Population","million people",2015,127.182
"WITCH 6.0","SSP2_BAU","korea","Population","million people",2015,50.9540426
"WITCH 6.0","SSP2_BAU","laca","Population","million people",2015,296.1099464
"WITCH 6.0","SSP2_BAU","mena","Population","million people",2015,441.2642948
"WITCH 6.0","SSP2_BAU","mexico","Population","million people",2015,120.9703096
"WITCH 6.0","SSP2_BAU","oceania","Population","million people",2015,41.6814978
"WITCH 6.0","SSP2_BAU","othereurope","Population","million people",2015,95.0807568
"WITCH 6.0","SSP2_BAU","sasia","Population","million people",2015,460.2881184
"WITCH 6.0","SSP2_BAU","seasia","Population","million people",2015,379.2906392
"WITCH 6.0","SSP2_BAU","southafrica","Population","million people",2015,56.3783758
"WITCH 6.0","SSP2_BAU","ssa","Population","million people",2015,970.2838634
"WITCH 6.0","SSP2_BAU","te","Population","million people",2015,280.8921518
"WITCH 6.0","SSP2_BAU","usa","Population","million people",2015,320.6758306
"WITCH 6.0","SSP2_BAU","world","Population","million people",2015,7415.2543856
"WITCH 6.0","SSP2_BAU","brazil","Population","million people",2020,208.4160542
"WITCH 6.0","SSP2_BAU","canada","Population","million people",2020,37.9797346
"WITCH 6.0","SSP2_BAU","ccasia","Population","million people",2020,122.7206505
"WITCH 6.0","SSP2_BAU","china","Population","million people",2020,1417.34336
"WITCH 6.0","SSP2_BAU","eu27","Population","million people",2020,447.5234938
"WITCH 6.0","SSP2_BAU","india","Population","million people",2020,1401.1868358
"WITCH 6.0","SSP2_BAU","indonesia","Population","million people",2020,274.568935
"WITCH 6.0","SSP2_BAU","japan","Population","million people",2020,126.1023164
"WITCH 6.0","SSP2_BAU","korea","Population","million people",2020,51.7256454
"WITCH 6.0","SSP2_BAU","laca","Population","million people",2020,309.8430836
"WITCH 6.0","SSP2_BAU","mena","Population","million people",2020,480.2351612
"WITCH 6.0","SSP2_BAU","mexico","Population","million people",2020,126.6794024
"WITCH 6.0","SSP2_BAU","oceania","Population","million people",2020,45.1229552
"WITCH 6.0","SSP2_BAU","othereurope","Population","million people",2020,97.0572796
"WITCH 6.0","SSP2_BAU","sasia","Population","million people",2020,492.5338514
"WITCH 6.0","SSP2_BAU","seasia","Population","million people",2020,398.5105618
"WITCH 6.0","SSP2_BAU","southafrica","Population","million people",2020,60.528856
"WITCH 6.0","SSP2_BAU","ssa","Population","million people",2020,1109.885682
"WITCH 6.0","SSP2_BAU","te","Population","million people",2020,284.3345502
"WITCH 6.0","SSP2_BAU","usa","Population","million people",2020,330.4030946
"WITCH 6.0","SSP2_BAU","world","Population","million people",2020,7822.7015037
"WITCH 6.0","SSP2_BAU","brazil","Population","million people",2025,213.300151726412
"WITCH 6.0","SSP2_BAU","canada","Population","million people",2025,38.8627996537106
"WITCH 6.0","SSP2_BAU","ccasia","Population","million people",2025,129.470694946159
"WITCH 6.0","SSP2_BAU","china","Population","million people",2025,1419.39458506119
"WITCH 6.0","SSP2_BAU","eu27","Population","million people",2025,448.363976281022
"WITCH 6.0","SSP2_BAU","india","Population","million people",2025,1457.15156890294
"WITCH 6.0","SSP2_BAU","indonesia","Population","million people",2025,284.577323042328
"WITCH 6.0","SSP2_BAU","japan","Population","million people",2025,123.021759126478
"WITCH 6.0","SSP2_BAU","korea","Population","million people",2025,51.3813891216724
"WITCH 6.0","SSP2_BAU","laca","Population","million people",2025,322.21749418286
"WITCH 6.0","SSP2_BAU","mena","Population","million people",2025,517.950724975254
"WITCH 6.0","SSP2_BAU","mexico","Population","million people",2025,131.523846492404
"WITCH 6.0","SSP2_BAU","oceania","Population","million people",2025,47.6287593334419
"WITCH 6.0","SSP2_BAU","othereurope","Population","million people",2025,97.8653622453332
"WITCH 6.0","SSP2_BAU","sasia","Population","million people",2025,534.201625836217
"WITCH 6.0","SSP2_BAU","seasia","Population","million people",2025,416.568218308398
"WITCH 6.0","SSP2_BAU","southafrica","Population","million people",2025,62.980055278621
"WITCH 6.0","SSP2_BAU","ssa","Population","million people",2025,1262.85039131215
"WITCH 6.0","SSP2_BAU","te","Population","million people",2025,279.275352646712
"WITCH 6.0","SSP2_BAU","usa","Population","million people",2025,336.88649452218
"WITCH 6.0","SSP2_BAU","world","Population","million people",2025,8175.47257299548
"WITCH 6.0","SSP2_BAU","brazil","Population","million people",2030,217.865705422936
"WITCH 6.0","SSP2_BAU","canada","Population","million people",2030,39.659545290793
"WITCH 6.0","SSP2_BAU","ccasia","Population","million people",2030,135.115898375667
"WITCH 6.0","SSP2_BAU","china","Population","million people",2030,1409.23669549346
"WITCH 6.0","SSP2_BAU","eu27","Population","million people",2030,445.967147882267
"WITCH 6.0","SSP2_BAU","india","Population","million people",2030,1513.860537706
"WITCH 6.0","SSP2_BAU","indonesia","Population","million people",2030,294.611950799383
"WITCH 6.0","SSP2_BAU","japan","Population","million people",2030,119.873771646725
"WITCH 6.0","SSP2_BAU","korea","Population","million people",2030,50.8506863768005
"WITCH 6.0","SSP2_BAU","laca","Population","million people",2030,334.617599858215
"WITCH 6.0","SSP2_BAU","mena","Population","million people",2030,554.506040105388
"WITCH 6.0","SSP2_BAU","mexico","Population","million people",2030,136.780741906371
"WITCH 6.0","SSP2_BAU","oceania","Population","million people",2030,50.0416278220539
"WITCH 6.0","SSP2_BAU","othereurope","Population","million people",2030,98.7472732648216
"WITCH 6.0","SSP2_BAU","sasia","Population","million people",2030,575.91959214011
"WITCH 6.0","SSP2_BAU","seasia","Population","million people",2030,432.610136842868
"WITCH 6.0","SSP2_BAU","southafrica","Population","million people",2030,65.5169995872032
"WITCH 6.0","SSP2_BAU","ssa","Population","million people",2030,1426.41856824341
"WITCH 6.0","SSP2_BAU","te","Population","million people",2030,280.467403137166
"WITCH 6.0","SSP2_BAU","usa","Population","million people",2030,344.477472218686
"WITCH 6.0","SSP2_BAU","world","Population","million people",2030,8527.14539412033
"WITCH 6.0","SSP2_BAU","brazil","Population","million people",2035,221.233997694785
"WITCH 6.0","SSP2_BAU","canada","Population","million people",2035,40.3992693770079
"WITCH 6.0","SSP2_BAU","ccasia","Population","million people",2035,139.978774830566
"WITCH 6.0","SSP2_BAU","china","Population","million people",2035,1391.63909464946
"WITCH 6.0","SSP2_BAU","eu27","Population","million people",2035,443.698380937383
"WITCH 6.0","SSP2_BAU","india","Population","million people",2035,1560.58728575449
"WITCH 6.0","SSP2_BAU","indonesia","Population","million people",2035,302.755169795666
"WITCH 6.0","SSP2_BAU","japan","Population","million people",2035,116.579205758562
"WITCH 6.0","SSP2_BAU","korea","Population","million people",2035,50.1161327422246
"WITCH 6.0","SSP2_BAU","laca","Population","million people",2035,345.327286908337
"WITCH 6.0","SSP2_BAU","mena","Population","million people",2035,589.283253349152
"WITCH 6.0","SSP2_BAU","mexico","Population","million people",2035,141.432532360607
"WITCH 6.0","SSP2_BAU","oceania","Population","million people",2035,52.3039513000167
"WITCH 6.0","SSP2_BAU","othereurope","Population","million people",2035,99.5859539073062
"WITCH 6.0","SSP2_BAU","sasia","Population","million people",2035,615.995024693253
"WITCH 6.0","SSP2_BAU","seasia","Population","million people",2035,445.817708573044
"WITCH 6.0","SSP2_BAU","southafrica","Population","million people",2035,67.5701107693927
"WITCH 6.0","SSP2_BAU","ssa","Population","million people",2035,1597.44470084495
"WITCH 6.0","SSP2_BAU","te","Population","million people",2035,280.746908011307
"WITCH 6.0","SSP2_BAU","usa","Population","million people",2035,351.813359737038
"WITCH 6.0","SSP2_BAU","world","Population","million people",2035,8854.30810199455
"WITCH 6.0","SSP2_BAU","brazil","Population","million people",2040,223.332744482149
"WITCH 6.0","SSP2_BAU","canada","Population","million people",2040,41.0728165179049
"WITCH 6.0","SSP2_BAU","ccasia","Population","million people",2040,144.480980661173
"WITCH 6.0","SSP2_BAU","china","Population","million people",2040,1368.2665917512
"WITCH 6.0","SSP2_BAU","eu27","Population","million people",2040,441.793338825952
"WITCH 6.0","SSP2_BAU","india","Population","million people",2040,1596.50447689543
"WITCH 6.0","SSP2_BAU","indonesia","Population","million people",2040,308.84831603325
"WITCH 6.0","SSP2_BAU","japan","Population","million people",2040,113.170830868792
"WITCH 6.0","SSP2_BAU","korea","Population","million people",2040,49.0834576671004
"WITCH 6.0","SSP2_BAU","laca","Population","million people",2040,354.038943614369
"WITCH 6.0","SSP2_BAU","mena","Population","million people",2040,622.396265480724
"WITCH 6.0","SSP2_BAU","mexico","Population","million people",2040,145.346364822763
"WITCH 6.0","SSP2_BAU","oceania","Population","million people",2040,54.427561351996
"WITCH 6.0","SSP2_BAU","othereurope","Population","million people",2040,100.457925045686
"WITCH 6.0","SSP2_BAU","sasia","Population","million people",2040,653.664733357327
"WITCH 6.0","SSP2_BAU","seasia","Population","million people",2040,456.16040312731
"WITCH 6.0","SSP2_BAU","southafrica","Population","million people",2040,69.1579917789988
"WITCH 6.0","SSP2_BAU","ssa","Population","million people",2040,1773.2269128521
"WITCH 6.0","SSP2_BAU","te","Population","million people",2040,280.645353895345
"WITCH 6.0","SSP2_BAU","usa","Population","million people",2040,358.833966241577
"WITCH 6.0","SSP2_BAU","world","Population","million people",2040,9154.90997527115
"WITCH 6.0","SSP2_BAU","brazil","Population","million people",2045,224.051570007256
"WITCH 6.0","SSP2_BAU","canada","Population","million people",2045,41.7122155060669
"WITCH 6.0","SSP2_BAU","ccasia","Population","million people",2045,148.584573940927
"WITCH 6.0","SSP2_BAU","china","Population","million people",2045,1337.79507149545
"WITCH 6.0","SSP2_BAU","eu27","Population","million people",2045,440.161115208157
"WITCH 6.0","SSP2_BAU","india","Population","million people",2045,1620.71642363105
"WITCH 6.0","SSP2_BAU","indonesia","Population","million people",2045,312.846530975025
"WITCH 6.0","SSP2_BAU","japan","Population","million people",2045,109.743505892315
"WITCH 6.0","SSP2_BAU","korea","Population","million people",2045,47.7757270741495
"WITCH 6.0","SSP2_BAU","laca","Population","million people",2045,360.703364975244
"WITCH 6.0","SSP2_BAU","mena","Population","million people",2045,653.063080840169
"WITCH 6.0","SSP2_BAU","mexico","Population","million people",2045,148.436150866739
"WITCH 6.0","SSP2_BAU","oceania","Population","million people",2045,56.4244136490244
"WITCH 6.0","SSP2_BAU","othereurope","Population","million people",2045,101.437350029477
"WITCH 6.0","SSP2_BAU","sasia","Population","million people",2045,688.530889749089
"WITCH 6.0","SSP2_BAU","seasia","Population","million people",2045,463.871767457188
"WITCH 6.0","SSP2_BAU","southafrica","Population","million people",2045,70.2832256406618
"WITCH 6.0","SSP2_BAU","ssa","Population","million people",2045,1950.75563199558
"WITCH 6.0","SSP2_BAU","te","Population","million people",2045,280.275894821614
"WITCH 6.0","SSP2_BAU","usa","Population","million people",2045,365.264261412662
"WITCH 6.0","SSP2_BAU","world","Population","million people",2045,9422.43276516785
"WITCH 6.0","SSP2_BAU","brazil","Population","million people",2050,223.568500350695
"WITCH 6.0","SSP2_BAU","canada","Population","million people",2050,42.3769894816821
"WITCH 6.0","SSP2_BAU","ccasia","Population","million people",2050,152.064851048616
"WITCH 6.0","SSP2_BAU","china","Population","million people",2050,1298.43319892178
"WITCH 6.0","SSP2_BAU","eu27","Population","million people",2050,438.737328183057
"WITCH 6.0","SSP2_BAU","india","Population","million people",2050,1633.49095669975
"WITCH 6.0","SSP2_BAU","indonesia","Population","million people",2050,314.889034546252
"WITCH 6.0","SSP2_BAU","japan","Population","million people",2050,106.434873587622
"WITCH 6.0","SSP2_BAU","korea","Population","million people",2050,46.3156606492592
"WITCH 6.0","SSP2_BAU","laca","Population","million people",2050,365.433699276458
"WITCH 6.0","SSP2_BAU","mena","Population","million people",2050,680.216715171695
"WITCH 6.0","SSP2_BAU","mexico","Population","million people",2050,150.722899771751
"WITCH 6.0","SSP2_BAU","oceania","Population","million people",2050,58.3072003096796
"WITCH 6.0","SSP2_BAU","othereurope","Population","million people",2050,102.535937370627
"WITCH 6.0","SSP2_BAU","sasia","Population","million people",2050,720.76736477049
"WITCH 6.0","SSP2_BAU","seasia","Population","million people",2050,469.103185273346
"WITCH 6.0","SSP2_BAU","southafrica","Population","million people",2050,70.8711261898326
"WITCH 6.0","SSP2_BAU","ssa","Population","million people",2050,2126.8627398882
"WITCH 6.0","SSP2_BAU","te","Population","million people",2050,279.517577960773
"WITCH 6.0","SSP2_BAU","usa","Population","million people",2050,371.298780092401
"WITCH 6.0","SSP2_BAU","world","Population","million people",2050,9651.94861954397
"WITCH 6.0","SSP2_BAU","brazil","Population","million people",2055,221.968057946114
"WITCH 6.0","SSP2_BAU","canada","Population","million people",2055,42.9434681973021
"WITCH 6.0","SSP2_BAU","ccasia","Population","million people",2055,154.631041430151
"WITCH 6.0","SSP2_BAU","china","Population","million people",2055,1250.18709033973
"WITCH 6.0","SSP2_BAU","eu27","Population","million people",2055,436.535676167136
"WITCH 6.0","SSP2_BAU","india","Population","million people",2055,1638.24047394447
"WITCH 6.0","SSP2_BAU","indonesia","Population","million people",2055,315.492876462953
"WITCH 6.0","SSP2_BAU","japan","Population","million people",2055,103.28662695795
"WITCH 6.0","SSP2_BAU","korea","Population","million people",2055,44.4715787786636
"WITCH 6.0","SSP2_BAU","laca","Population","million people",2055,368.401205948624
"WITCH 6.0","SSP2_BAU","mena","Population","million people",2055,703.279391077282
"WITCH 6.0","SSP2_BAU","mexico","Population","million people",2055,152.376851042395
"WITCH 6.0","SSP2_BAU","oceania","Population","million people",2055,59.9658214171756
"WITCH 6.0","SSP2_BAU","othereurope","Population","million people",2055,103.389019023804
"WITCH 6.0","SSP2_BAU","sasia","Population","million people",2055,749.781937111627
"WITCH 6.0","SSP2_BAU","seasia","Population","million people",2055,471.902024958843
"WITCH 6.0","SSP2_BAU","southafrica","Population","million people",2055,71.0336279451763
"WITCH 6.0","SSP2_BAU","ssa","Population","million people",2055,2296.94872433123
"WITCH 6.0","SSP2_BAU","te","Population","million people",2055,277.92418426188
"WITCH 6.0","SSP2_BAU","usa","Population","million people",2055,376.460721293782
"WITCH 6.0","SSP2_BAU","world","Population","million people",2055,9839.22039863628
"WITCH 6.0","SSP2_BAU","brazil","Population","million people",2060,219.417854196414
"WITCH 6.0","SSP2_BAU","canada","Population","million people",2060,43.4783767953414
"WITCH 6.0","SSP2_BAU","ccasia","Population","million people",2060,156.178156987283
"WITCH 6.0","SSP2_BAU","china","Population","million people",2060,1196.14550055597
"WITCH 6.0","SSP2_BAU","eu27","Population","million people",2060,433.663227542769
"WITCH 6.0","SSP2_BAU","india","Population","million people",2060,1635.73712459162
"WITCH 6.0","SSP2_BAU","indonesia","Population","million people",2060,314.779175890528
"WITCH 6.0","SSP2_BAU","japan","Population","million people",2060,100.151901324629
"WITCH 6.0","SSP2_BAU","korea","Population","million people",2060,42.3330191352256
"WITCH 6.0","SSP2_BAU","laca","Population","million people",2060,369.704513213334
"WITCH 6.0","SSP2_BAU","mena","Population","million people",2060,721.969997356932
"WITCH 6.0","SSP2_BAU","mexico","Population","million people",2060,153.41404200385
"WITCH 6.0","SSP2_BAU","oceania","Population","million people",2060,61.40985280726
"WITCH 6.0","SSP2_BAU","othereurope","Population","million people",2060,104.055779177938
"WITCH 6.0","SSP2_BAU","sasia","Population","million people",2060,775.365135125647
"WITCH 6.0","SSP2_BAU","seasia","Population","million people",2060,472.350532481734
"WITCH 6.0","SSP2_BAU","southafrica","Population","million people",2060,70.8182854773587
"WITCH 6.0","SSP2_BAU","ssa","Population","million people",2060,2459.08550025865
"WITCH 6.0","SSP2_BAU","te","Population","million people",2060,275.518223618283
"WITCH 6.0","SSP2_BAU","usa","Population","million people",2060,381.441878183903
"WITCH 6.0","SSP2_BAU","world","Population","million people",2060,9987.01807672467
"WITCH 6.0","SSP2_BAU","brazil","Population","million people",2065,215.987795493036
"WITCH 6.0","SSP2_BAU","canada","Population","million people",2065,43.9730105094221
"WITCH 6.0","SSP2_BAU","ccasia","Population","million people",2065,156.976890811841
"WITCH 6.0","SSP2_BAU","china","Population","million people",2065,1140.12832429931
"WITCH 6.0","SSP2_BAU","eu27","Population","million people",2065,430.15575483336
"WITCH 6.0","SSP2_BAU","india","Population","million people",2065,1625.22882509701
"WITCH 6.0","SSP2_BAU","indonesia","Population","million people",2065,312.898970865459
"WITCH 6.0","SSP2_BAU","japan","Population","million people",2065,96.8428682415733
"WITCH 6.0","SSP2_BAU","korea","Population","million people",2065,40.1290589979059
"WITCH 6.0","SSP2_BAU","laca","Population","million people",2065,369.606807691383
"WITCH 6.0","SSP2_BAU","mena","Population","million people",2065,735.994303043286
"WITCH 6.0","SSP2_BAU","mexico","Population","million people",2065,153.925065087639
"WITCH 6.0","SSP2_BAU","oceania","Population","million people",2065,62.5860220839698
"WITCH 6.0","SSP2_BAU","othereurope","Population","million people",2065,104.596559298349
"WITCH 6.0","SSP2_BAU","sasia","Population","million people",2065,796.923484264838
"WITCH 6.0","SSP2_BAU","seasia","Population","million people",2065,470.883407993754
"WITCH 6.0","SSP2_BAU","southafrica","Population","million people",2065,70.2882250097946
"WITCH 6.0","SSP2_BAU","ssa","Population","million people",2065,2610.4156804401
"WITCH 6.0","SSP2_BAU","te","Population","million people",2065,272.369844501582
"WITCH 6.0","SSP2_BAU","usa","Population","million people",2065,386.285877518639
"WITCH 6.0","SSP2_BAU","world","Population","million people",2065,10096.1967760823
"WITCH 6.0","SSP2_BAU","brazil","Population","million people",2070,211.804827756188
"WITCH 6.0","SSP2_BAU","canada","Population","million people",2070,44.4386400706819
"WITCH 6.0","SSP2_BAU","ccasia","Population","million people",2070,157.344250516318
"WITCH 6.0","SSP2_BAU","china","Population","million people",2070,1085.39424620409
"WITCH 6.0","SSP2_BAU","eu27","Population","million people",2070,426.549834837329
"WITCH 6.0","SSP2_BAU","india","Population","million people",2070,1607.62388805784
"WITCH 6.0","SSP2_BAU","indonesia","Population","million people",2070,310.017540567597
"WITCH 6.0","SSP2_BAU","japan","Population","million people",2070,93.3418623226418
"WITCH 6.0","SSP2_BAU","korea","Population","million people",2070,38.0075107841768
"WITCH 6.0","SSP2_BAU","laca","Population","million people",2070,368.226592514779
"WITCH 6.0","SSP2_BAU","mena","Population","million people",2070,745.877517654182
"WITCH 6.0","SSP2_BAU","mexico","Population","million people",2070,153.946337587953
"WITCH 6.0","SSP2_BAU","oceania","Population","million people",2070,63.5383849518026
"WITCH 6.0","SSP2_BAU","othereurope","Population","million people",2070,105.137955656232
"WITCH 6.0","SSP2_BAU","sasia","Population","million people",2070,814.249619671197
"WITCH 6.0","SSP2_BAU","seasia","Population","million people",2070,467.805237905728
"WITCH 6.0","SSP2_BAU","southafrica","Population","million people",2070,69.462316598641
"WITCH 6.0","SSP2_BAU","ssa","Population","million people",2070,2749.40064614377
"WITCH 6.0","SSP2_BAU","te","Population","million people",2070,268.799934251807
"WITCH 6.0","SSP2_BAU","usa","Population","million people",2070,390.957572594381
"WITCH 6.0","SSP2_BAU","world","Population","million people",2070,10171.9247166473
"WITCH 6.0","SSP2_BAU","brazil","GDP|MER","billion US$2005",2005,1236.45710952558
"WITCH 6.0","SSP2_BAU","canada","GDP|MER","billion US$2005",2005,1216.28087673841
"WITCH 6.0","SSP2_BAU","ccasia","GDP|MER","billion US$2005",2005,202.002119027748
"WITCH 6.0","SSP2_BAU","china","GDP|MER","billion US$2005",2005,4422.58691551486
"WITCH 6.0","SSP2_BAU","eu27","GDP|MER","billion US$2005",2005,11492.6398437997
"WITCH 6.0","SSP2_BAU","india","GDP|MER","billion US$2005",2005,1016.16641070744
"WITCH 6.0","SSP2_BAU","indonesia","GDP|MER","billion US$2005",2005,461.713761572413
"WITCH 6.0","SSP2_BAU","japan","GDP|MER","billion US$2005",2005,3889.76925095336
"WITCH 6.0","SSP2_BAU","korea","GDP|MER","billion US$2005",2005,949.477899183259
"WITCH 6.0","SSP2_BAU","laca","GDP|MER","billion US$2005",2005,1393.85719009965
"WITCH 6.0","SSP2_BAU","mena","GDP|MER","billion US$2005",2005,2050.5463395012
"WITCH 6.0","SSP2_BAU","mexico","GDP|MER","billion US$2005",2005,934.559801591537
"WITCH 6.0","SSP2_BAU","oceania","GDP|MER","billion US$2005",2005,1109.05366015111
"WITCH 6.0","SSP2_BAU","othereurope","GDP|MER","billion US$2005",2005,3315.58479033667
"WITCH 6.0","SSP2_BAU","sasia","GDP|MER","billion US$2005",2005,361.589413978622
"WITCH 6.0","SSP2_BAU","seasia","GDP|MER","billion US$2005",2005,947.332392861864
"WITCH 6.0","SSP2_BAU","southafrica","GDP|MER","billion US$2005",2005,241.027193208495
"WITCH 6.0","SSP2_BAU","ssa","GDP|MER","billion US$2005",2005,711.063796342067
"WITCH 6.0","SSP2_BAU","te","GDP|MER","billion US$2005",2005,1596.58635395987
"WITCH 6.0","SSP2_BAU","usa","GDP|MER","billion US$2005",2005,14229.0920873827
"WITCH 6.0","SSP2_BAU","world","GDP|MER","billion US$2005",2005,51777.3872064366
"WITCH 6.0","SSP2_BAU","brazil","GDP|MER","billion US$2005",2010,1500.82239256119
"WITCH 6.0","SSP2_BAU","canada","GDP|MER","billion US$2005",2010,1307.29718903337
"WITCH 6.0","SSP2_BAU","ccasia","GDP|MER","billion US$2005",2010,293.487695209934
"WITCH 6.0","SSP2_BAU","china","GDP|MER","billion US$2005",2010,7290.56293418826
"WITCH 6.0","SSP2_BAU","eu27","GDP|MER","billion US$2005",2010,12070.1877998071
"WITCH 6.0","SSP2_BAU","india","GDP|MER","billion US$2005",2010,1403.42133717831
"WITCH 6.0","SSP2_BAU","indonesia","GDP|MER","billion US$2005",2010,612.072159043006
"WITCH 6.0","SSP2_BAU","japan","GDP|MER","billion US$2005",2010,3889.16741280345
"WITCH 6.0","SSP2_BAU","korea","GDP|MER","billion US$2005",2010,1156.86136645316
"WITCH 6.0","SSP2_BAU","laca","GDP|MER","billion US$2005",2010,1719.32929036067
"WITCH 6.0","SSP2_BAU","mena","GDP|MER","billion US$2005",2010,2542.21054996895
"WITCH 6.0","SSP2_BAU","mexico","GDP|MER","billion US$2005",2010,1001.06653543571
"WITCH 6.0","SSP2_BAU","oceania","GDP|MER","billion US$2005",2010,1273.0071460229
"WITCH 6.0","SSP2_BAU","othereurope","GDP|MER","billion US$2005",2010,3484.03932727118
"WITCH 6.0","SSP2_BAU","sasia","GDP|MER","billion US$2005",2010,460.669207851153
"WITCH 6.0","SSP2_BAU","seasia","GDP|MER","billion US$2005",2010,1211.38648001067
"WITCH 6.0","SSP2_BAU","southafrica","GDP|MER","billion US$2005",2010,290.495011183721
"WITCH 6.0","SSP2_BAU","ssa","GDP|MER","billion US$2005",2010,965.125136508924
"WITCH 6.0","SSP2_BAU","te","GDP|MER","billion US$2005",2010,1926.7785165723
"WITCH 6.0","SSP2_BAU","usa","GDP|MER","billion US$2005",2010,15046.3207810221
"WITCH 6.0","SSP2_BAU","world","GDP|MER","billion US$2005",2010,59444.3082684861
"WITCH 6.0","SSP2_BAU","brazil","GDP|MER","billion US$2005",2015,1593.14019067014
"WITCH 6.0","SSP2_BAU","canada","GDP|MER","billion US$2005",2015,1441.06027515297
"WITCH 6.0","SSP2_BAU","ccasia","GDP|MER","billion US$2005",2015,378.398051538766
"WITCH 6.0","SSP2_BAU","china","GDP|MER","billion US$2005",2015,10595.4122861341
"WITCH 6.0","SSP2_BAU","eu27","GDP|MER","billion US$2005",2015,12624.1267465741
"WITCH 6.0","SSP2_BAU","india","GDP|MER","billion US$2005",2015,1953.45008875963
"WITCH 6.0","SSP2_BAU","indonesia","GDP|MER","billion US$2005",2015,797.759016196895
"WITCH 6.0","SSP2_BAU","japan","GDP|MER","billion US$2005",2015,4098.99168549764
"WITCH 6.0","SSP2_BAU","korea","GDP|MER","billion US$2005",2015,1355.2528032123
"WITCH 6.0","SSP2_BAU","laca","GDP|MER","billion US$2005",2015,1977.93468295049
"WITCH 6.0","SSP2_BAU","mena","GDP|MER","billion US$2005",2015,2961.2886213072
"WITCH 6.0","SSP2_BAU","mexico","GDP|MER","billion US$2005",2015,1115.08907987331
"WITCH 6.0","SSP2_BAU","oceania","GDP|MER","billion US$2005",2015,1463.26510332885
"WITCH 6.0","SSP2_BAU","othereurope","GDP|MER","billion US$2005",2015,3799.18028175977
